PostalCode,Duration,Longitude,Latitude
00770,68,25.06695760588211,60.25830563860371
00780,58,24.990451153955267,60.25752290940581
00750,59,25.029844132000935,60.28009403017273
00760,71,25.054379354850116,60.27267107836444
00790,59,25.0181210291947,60.227624595657126
00810,67,25.034917442455146,60.22480980004669
00820,53,25.058713695690056,60.200552384984235
00830,56,25.05954809304294,60.191052226299206
00840,56,25.05014716743821,60.174882121863654
00850,62,25.07432106229723,60.16246557077736
00860,59,25.05000915839316,60.15504461597428
00870,60,25.040034742614782,60.168083206752996
00880,52,25.045457854700317,60.20152850261936
00890,78,25.21633288030723,60.25107817145033
00900,53,25.080794568103062,60.21389434083839
00910,54,25.097213828029545,60.21194250766201
00920,54,25.07152451452598,60.221701114824675
00930,51,25.08212269678812,60.21089418530571
00940,54,25.08318186435166,60.238469319182734
00950,61,25.109043037944733,60.221602421286235
00960,64,25.145577276903367,60.22126507346319
00970,58,25.113485182906768,60.236539676330096
01230,68,25.096133680153738,60.26688130404212
00980,57,25.136490249188903,60.20670264370273
00990,62,25.15255923398287,60.20395069423474
01260,73,25.118869040299995,60.29561803533894
01280,66,25.103223051415107,60.2483070838304
01200,68,25.11751088339626,60.281158735532564
01300,71,25.023002483201452,60.294232816087245
01340,69,25.04014307270152,60.324423241205125
01350,70,25.03644737334064,60.30823998254396
01720,48,24.81779471602468,60.28031999643735
01360,73,25.063821132975495,60.31989650715194
01370,72,25.062192703253316,60.29811438235834
01380,69,25.073488339061377,60.283371351648306
01390,73,25.014327216339264,60.32710981422076
01400,68,25.07456027474734,60.3302992468553
01420,77,25.10377694507241,60.32525146231833
01450,86,25.06650611430953,60.35476226090414
01480,78,25.108271112310383,60.34670581621995
01490,84,25.136303981503804,60.34423405113109
01510,67,24.967195120451986,60.29012871837777
01520,57,24.961220705062935,60.28071332251899
01700,62,24.844995550206054,60.324618522987265
01530,68,24.966512565944452,60.311000458747095
01600,44,24.85248852642264,60.263336825640636
01610,43,24.873375408598516,60.26162602880162
01620,45,24.85291705457647,60.278748270564755
01630,44,24.79427121798077,60.26713802682468
01640,30,24.802188642129497,60.25104358505788
01650,45,24.82534897769757,60.262249786700934
01660,48,24.820988681178267,60.2698713509837
01710,37,24.803227812321314,60.260044495704356
01670,57,24.871569261475543,60.28331762264601
01680,60,24.78230810535403,60.284423681947466
01690,65,24.91382953397569,60.281805346794286
01730,67,24.86794634296595,60.319155415476125
01740,69,24.893932972701357,60.298181634281654
01750,68,24.794792238744026,60.3407832755867
01760,77,24.86646027068382,60.358689918382346
01770,52,24.854441705477967,60.287268801069466
02100,21,24.803189083456175,60.17776325696673
02110,11,24.816330833533982,60.17822788760939
02120,26,24.790880264371175,60.17299002321592
02130,17,24.793207848940984,60.1874249245081
02140,18,24.805546991787505,60.202769585810515
02160,20,24.801452763701793,60.16746656327666
02150,10,24.829972748727936,60.18417436863436
02170,27,24.775273834114465,60.15928019413341
02210,36,24.72759043062202,60.17325173020536
02180,32,24.761568713339535,60.19795990362155
02200,31,24.763034121818055,60.172275237642175
02230,33,24.738531795071186,60.15874372355497
02250,39,24.740424005116466,60.18625416281542
02240,42,24.719146014233637,60.16683044081908
02260,46,24.692825652080696,60.14575341553459
02270,42,24.691547558513903,60.16235887572021
02340,47,24.657752900285566,60.17790730355736
02280,45,24.685205045602505,60.17141793907135
02380,53,24.712303601130746,60.12933905619669
02300,48,24.672442245641292,60.160611214560426
02510,75,24.48916275443968,60.216837516362865
02320,49,24.644535479353795,60.148548779377656
02620,36,24.76897742394582,60.23802285401188
02330,49,24.645929554586363,60.16581798232581
02360,42,24.670858766229884,60.13945566089633
02600,21,24.81381339180938,60.216124110025
02680,37,24.829104393852536,60.24017037175055
02610,34,24.776169585118183,60.22094910863908
02720,40,24.745892304171512,60.240700840679246
02630,28,24.76626087419138,60.21009391057358
02650,25,24.81701040626581,60.22415367683092
02660,25,24.815082687092367,60.23659384666174
02700,40,24.720980911793326,60.21586952592536
02710,41,24.74762606241765,60.23375280677619
02730,37,24.76866866072891,60.24845235976573
02740,64,24.661003547666073,60.23411006697823
02750,47,24.72550975052585,60.19951625612543
02760,44,24.678028413076714,60.198742005847784
04260,86,25.090700691162517,60.38385124866771
04320,74,25.016559993657992,60.378254516200265
02770,48,24.64949270142864,60.20964347747956
02780,44,24.6003224986365,60.18574481678513
02810,51,24.63418391167669,60.2232735229864
02820,74,24.571975395020257,60.26377325528429
02860,83,24.530419539075744,60.2792153557271
02920,53,24.732410757403194,60.26569233997676
02940,48,24.704864380432966,60.24365648042301
02970,63,24.743428661325595,60.305203085181695
